title,type,location,bedrooms,bathrooms,price_qar,area_sqm,district,city,segment,type_encoded,cluster
2 bedroom Close to the Hilton  Double Tree,Apartment,"Al Mana Residence, Al Kinana Street, Al Sadd, Doha",2.0,2.0,6000,105.0,Al Sadd,Doha,Budget,0,0
Modern FF 5BR Beach Front Villa + Private Pool,Villa,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",5.0,5.0,41000,630.0,The Pearl Island,Doha,Luxury,1,1
Stunning 3 BR Townhouse Simplex + Private Pool!,Townhouse,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",3.0,4.0,25500,195.0,The Pearl Island,Doha,Luxury,4,1
UF 2-BHK for family in Peaceful area-NO COMMISSION,Apartment,"Muaither Area, Al Rayyan, Doha",2.0,1.0,3700,80.0,Al Rayyan,Doha,Budget,0,0
1BR + Office at Abraj Bay | Utilities Included!,Apartment,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",1.0,2.0,11500,132.0,The Pearl Island,Doha,Budget,0,0
3 BHK – Fully Furnished – Airy Living Spaces,Apartment,"Ezdan Villages North 1, Ezdan Village, Al Wakra",3.0,2.0,4900,118.0,Ezdan Village,Al Wakra,Budget,0,0
3 BHK – Fully Furnished – Contemporary Interiors,Apartment,"Ezdan Villages North 1, Ezdan Village, Al Wakra",3.0,2.0,4900,116.0,Ezdan Village,Al Wakra,Budget,0,0
3 BHK – Fully Furnished – Spacious Bedrooms,Apartment,"Ezdan Villages North 1, Ezdan Village, Al Wakra",3.0,2.0,5100,115.0,Ezdan Village,Al Wakra,Budget,0,0
3 BHK – Fully Furnished – Refined Bedrooms,Apartment,"Ezdan Villages North 1, Ezdan Village, Al Wakra",3.0,2.0,4450,118.0,Ezdan Village,Al Wakra,Budget,0,0
Brand New Furniture | Sea View | 1 Month free,Apartment,"Falcon Tower, Diplomatic Street, West Bay, Doha",1.0,1.0,8327,89.0,West Bay,Doha,Budget,0,0
Spacious 1-BHK Penthouse-Metro link-NO COMMISSION,Apartment,"Mamoura 18, Al Maamoura, Doha",1.0,1.0,3500,40.0,Al Maamoura,Doha,Budget,0,0
Premium Fully Furnished Apartment in Baraha Town--,Apartment,"Abu Hamour, Doha",1.0,2.0,6500,91.0,Abu Hamour,Doha,Budget,0,0
FF 1-Bhk near METRO STATION- ALL BILLS INCLUDED,Apartment,"Salaja Street, Doha Al Jadeed, Doha",1.0,2.0,4000,60.0,Doha Al Jadeed,Doha,Budget,0,0
"2 Beds Furnished w/ Pool,Gym -No commission",Apartment,"Les Roses Executive Apartments 3, Al Mansoura, Doha",2.0,2.0,6100,200.0,Al Mansoura,Doha,Budget,0,0
3Beds-Fully Furnished w/Pool & Gym-No commission,Apartment,"Les Roses Executive Apartments 3, Al Mansoura, Doha",3.0,3.0,7100,200.0,Al Mansoura,Doha,Budget,0,0
Fully furnished 3 bedroom flat with scenic view,Apartment,"Seef Lusail, Lusail City, Lusail",3.0,3.0,18000,180.0,Lusail City,Lusail,Luxury,0,1
1 BR Apt! Al Jasra Residence | UTILITIES INCLUDED!,Apartment,"D22, Fox Hills, Lusail",1.0,2.0,7103,106.0,Fox Hills,Lusail,Budget,0,0
Premium 1 BR! Al Jasra Residence | BILLS INCLUDED!,Apartment,"Marina Residence 15, Marina District, Lusail",1.0,2.0,7569,90.0,Marina District,Lusail,Budget,0,0
Luxury 2BD + Laundry at Abraj Bay | Bills Included,Apartment,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",2.0,3.0,13429,165.0,The Pearl Island,Doha,Budget,0,0
1BR Apt at Abraj Bay Utilities Included | Act Now!,Apartment,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",1.0,1.0,9750,89.0,The Pearl Island,Doha,Budget,0,0
FF 2BR Townhouse - Simplex | Utilities Included!,Townhouse,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",2.0,3.0,12571,133.0,The Pearl Island,Doha,Mid-Range,4,2
Elegant FF 5BR Beach Front Villa + Private Pool,Villa,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",5.0,5.0,41000,630.0,The Pearl Island,Doha,Luxury,1,1
STUNNING 4 BEDROOMS DUPLEX WITH FULL MARINA VIEW,Townhouse,"Tower 4, Porto Arabia, The Pearl Island, Doha",4.0,3.0,16500,300.0,The Pearl Island,Doha,Luxury,4,1
